Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,4,18:00,161.77,1.13,0.007,323.89,475.29,2.99,0.0063,343.12,846.79,5.17,0.0061,348.88,450.59,2.21,0.0049,328.62
August,4,18:30,143.18,1.42,0.0099,325.35,428.36,1.37,0.0032,334.8,745.48,2.31,0.0031,346.24,400.74,1.32,0.0033,329.14
August,4,19:00,87.0,0.48,0.0055,339.23,365.42,2.85,0.0078,343.83,668.35,3.01,0.0045,345.97,376.96,3.39,0.009,320.66
August,4,19:30,77.22,0.7,0.0091,309.35,351.85,2.57,0.0073,341.23,583.46,4.61,0.0079,343.78,328.21,5.78,0.0176,340.21
August,4,20:00,50.88,0.85,0.0167,328.71,304.73,4.33,0.0142,340.98,513.38,6.31,0.0123,346.84,302.41,7.38,0.0244,327.72
August,4,20:30,47.75,1.46,0.0305,309.04,263.44,3.5,0.0133,339.41,429.93,4.73,0.011,346.55,252.98,5.29,0.0209,316.19
August,4,21:00,38.63,1.04,0.027,304.19,207.38,2.9,0.014,334.77,369.05,2.25,0.0061,339.58,216.82,5.14,0.0237,321.67
August,4,21:30,27.67,0.44,0.0158,324.37,178.81,1.68,0.0094,338.59,310.37,0.99,0.0032,335.98,186.32,1.7,0.0091,315.77
August,4,22:00,23.44,0.25,0.0107,318.94,144.26,0.98,0.0068,308.57,256.67,1.67,0.0065,334.48,143.59,2.04,0.0142,319.7
August,4,22:30,15.16,1.44,0.0947,301.39,107.95,1.01,0.0094,310.35,196.73,0.81,0.0041,324.36,124.75,1.25,0.01,309.68
August,4,23:00,13.48,1.47,0.1094,352.23,88.78,0.58,0.0065,326.46,155.9,0.48,0.0031,316.72,86.47,0.67,0.0078,315.03
August,4,23:30,7.9,0.26,0.0331,341.41,59.85,0.34,0.0056,309.14,122.52,0.16,0.0013,334.25,75.08,0.49,0.0065,318.04
August,5,0:00,6.52,0.11,0.0162,333.32,40.24,0.98,0.0244,325.92,72.72,0.57,0.0079,329.82,40.95,0.36,0.0089,303.67
August,5,0:30,7.14,0.08,0.0116,285.61,26.33,0.38,0.0144,317.61,54.69,0.28,0.0052,328.89,29.5,0.0,0.0,310.61
August,5,1:00,3.57,0.12,0.0324,358.15,10.61,0.26,0.0246,362.65,38.36,0.17,0.0045,307.16,20.75,0.05,0.0026,326.47
August,5,1:30,3.48,0.11,0.0318,276.63,5.98,0.12,0.0209,371.61,30.37,0.17,0.0057,329.43,17.23,0.17,0.01,330.56
August,5,2:00,3.08,0.05,0.0178,293.01,4.33,0.02,0.0042,361.42,17.82,0.35,0.0194,289.43,11.98,0.24,0.0202,339.9
August,5,2:30,2.44,0.02,0.0075,358.35,4.25,0.0,0.0,364.92,17.38,0.33,0.0188,319.22,10.61,0.31,0.0288,482.55
August,5,3:00,2.04,0.0,0.0,307.13,3.38,0.0,0.0,390.88,11.89,0.2,0.0169,334.95,2.71,0.22,0.0827,376.83
August,5,3:30,2.25,0.0,0.0,276.4,3.22,0.0,0.0,361.37,12.98,0.06,0.0047,341.51,2.03,0.15,0.0718,524.73
August,5,4:00,2.04,0.0,0.0,267.72,2.92,0.0,0.0,338.87,11.67,0.1,0.0082,416.49,1.53,0.09,0.0611,483.32
August,5,4:30,2.02,0.0,0.0,202.01,2.59,0.0,0.0,272.77,11.9,0.24,0.0201,400.24,1.95,0.46,0.2336,544.85
August,5,5:00,2.42,0.0,0.0,259.12,2.76,0.0,0.0,336.21,15.28,0.34,0.022,376.81,2.15,0.33,0.1533,484.74
August,5,5:30,2.39,0.0,0.0,348.83,3.36,0.02,0.005,334.53,19.24,0.16,0.0085,288.87,2.82,0.14,0.0483,535.03
August,5,6:00,2.21,0.06,0.026,322.72,4.47,0.11,0.025,346.57,31.35,0.07,0.0021,256.28,14.51,1.45,0.0997,286.72
August,5,6:30,4.93,0.34,0.0694,244.26,8.02,1.33,0.1657,333.24,56.59,0.74,0.013,253.08,24.87,1.83,0.0735,294.13
August,5,7:00,9.33,0.92,0.0983,283.3,27.48,0.29,0.0106,293.69,91.42,0.8,0.0088,259.63,42.24,0.38,0.0091,279.97
August,5,7:30,15.39,1.15,0.0747,335.38,52.84,1.94,0.0368,297.76,158.46,1.11,0.007,252.79,63.62,0.59,0.0092,288.23
August,5,8:00,46.54,0.81,0.0173,271.95,94.89,0.5,0.0053,285.23,277.83,0.67,0.0024,277.93,131.4,0.76,0.0058,288.54
August,5,8:30,90.8,2.26,0.0249,297.09,141.43,0.99,0.007,292.4,411.74,2.1,0.0051,297.88,183.22,2.07,0.0113,280.55
August,5,9:00,125.1,0.96,0.0077,299.59,210.37,1.11,0.0053,297.78,588.74,2.71,0.0046,307.82,261.51,1.12,0.0043,284.17
August,5,9:30,165.27,1.16,0.007,310.31,268.31,1.66,0.0062,313.88,728.91,5.61,0.0077,309.37,321.14,1.8,0.0056,289.37
August,5,10:00,186.31,0.71,0.0038,309.59,329.06,1.55,0.0047,314.92,824.19,4.12,0.005,314.61,382.12,4.85,0.0127,297.12
August,5,10:30,215.42,1.14,0.0053,316.31,372.09,9.6,0.0258,329.75,927.21,6.77,0.0073,323.96,415.99,11.98,0.0288,300.25
August,5,11:00,223.69,0.56,0.0025,333.79,409.09,6.87,0.0168,331.81,990.55,4.75,0.0048,328.45,445.29,7.12,0.016,307.34
August,5,11:30,242.34,0.85,0.0035,337.05,428.79,7.42,0.0173,331.13,1007.74,7.56,0.0075,332.25,498.68,5.24,0.0105,304.65
August,5,12:00,245.76,0.93,0.0038,323.11,468.89,5.81,0.0124,335.7,1031.76,6.4,0.0062,334.46,509.38,6.88,0.0135,308.81
August,5,12:30,244.89,2.74,0.0112,316.68,491.77,8.21,0.0167,344.07,1029.66,11.94,0.0116,339.46,525.92,6.89,0.0131,315.97
August,5,13:00,241.9,2.03,0.0084,328.23,501.43,8.27,0.0165,336.97,1032.85,11.98,0.0116,343.71,528.17,9.45,0.0179,319.66
August,5,13:30,239.07,0.29,0.0012,328.29,499.52,10.74,0.0215,339.41,1027.02,17.46,0.017,342.44,524.4,12.53,0.0239,316.88
August,5,14:00,251.27,0.65,0.0026,325.87,518.84,3.16,0.0061,338.05,1029.06,13.17,0.0128,342.51,540.71,8.27,0.0153,316.89
August,5,14:30,245.42,0.98,0.004,336.31,523.2,3.61,0.0069,341.2,1039.81,12.89,0.0124,344.46,535.58,13.34,0.0249,321.94
August,5,15:00,250.59,2.58,0.0103,322.63,510.82,1.48,0.0029,339.31,1043.71,4.8,0.0046,342.22,530.21,8.11,0.0153,327.01
August,5,15:30,251.95,2.19,0.0087,323.77,521.69,2.82,0.0054,341.01,1032.61,5.99,0.0058,343.02,540.03,5.99,0.0111,323.74
August,5,16:00,244.11,0.81,0.0033,332.86,517.86,1.29,0.0025,337.07,1001.29,4.61,0.0046,346.32,543.23,3.15,0.0058,320.36
August,5,16:30,242.61,0.41,0.0017,326.14,499.89,1.75,0.0035,344.99,939.99,2.73,0.0029,346.38,528.5,3.75,0.0071,320.53
August,5,17:00,210.54,1.05,0.005,321.4,474.59,1.57,0.0033,346.15,900.37,4.86,0.0054,347.16,501.91,2.76,0.0055,325.97
August,5,17:30,176.99,2.32,0.0131,332.02,469.99,1.5,0.0032,346.9,833.01,5.75,0.0069,343.0,454.41,1.95,0.0043,321.47
August,5,18:00,154.07,0.74,0.0048,324.54,444.48,2.53,0.0057,341.22,755.8,6.35,0.0084,344.43,408.95,2.09,0.0051,318.91
August,5,18:30,142.59,0.61,0.0043,339.89,375.21,1.35,0.0036,340.51,682.52,4.03,0.0059,344.6,362.66,1.99,0.0055,308.24
August,5,19:00,85.36,0.16,0.0019,350.5,339.3,2.44,0.0072,340.9,605.52,8.11,0.0134,336.56,343.53,3.33,0.0097,311.96
August,5,19:30,76.45,0.34,0.0044,340.92,313.54,2.19,0.007,337.5,536.3,16.84,0.0314,344.23,297.26,4.96,0.0167,329.41
August,5,20:00,50.61,1.5,0.0297,338.07,275.0,2.8,0.0102,346.21,465.84,18.03,0.0387,345.62,280.42,7.77,0.0277,314.34
August,5,20:30,44.85,3.22,0.0718,311.4,234.3,2.76,0.0118,341.72,403.56,6.74,0.0167,340.57,235.42,2.99,0.0127,308.73
August,5,21:00,37.15,1.45,0.0389,324.52,191.9,2.25,0.0117,336.97,333.75,1.3,0.0039,343.66,189.36,10.19,0.0538,310.8
August,5,21:30,25.89,0.75,0.0288,355.1,163.02,1.06,0.0065,336.26,262.79,0.45,0.0017,349.85,159.15,4.2,0.0264,308.03
August,5,22:00,20.33,0.21,0.0102,335.82,131.94,0.99,0.0075,314.5,240.4,0.96,0.004,338.71,137.61,1.6,0.0116,313.95
August,5,22:30,15.66,1.54,0.0986,338.93,100.77,0.75,0.0074,297.85,179.12,0.59,0.0033,326.39,118.35,1.27,0.0107,301.02
August,5,23:00,14.16,1.53,0.1078,319.18,90.09,1.21,0.0134,302.61,144.69,0.43,0.003,313.78,81.27,0.43,0.0053,305.55
August,5,23:30,9.08,0.31,0.034,297.53,57.16,0.3,0.0053,293.3,102.52,0.24,0.0023,310.59,68.75,0.63,0.0091,301.07
August,6,0:00,5.14,0.14,0.0278,507.95,36.16,0.38,0.0104,345.21,53.21,0.75,0.0141,343.71,35.61,0.45,0.0126,319.86
August,6,0:30,3.81,0.0,0.0,431.54,23.69,0.02,0.0009,349.59,34.19,0.7,0.0206,332.63,28.62,0.12,0.0043,307.8
August,6,1:00,2.31,0.0,0.0,476.63,9.34,0.09,0.01,413.19,35.57,1.22,0.0344,332.79,19.55,0.12,0.0062,298.58
August,6,1:30,1.92,0.17,0.09,436.45,6.89,0.08,0.0111,355.08,28.26,0.99,0.035,315.33,13.07,0.52,0.0396,365.02
August,6,2:00,1.6,0.07,0.045,666.39,5.0,0.08,0.015,345.41,18.81,1.21,0.0642,337.18,10.93,0.39,0.0357,384.2
August,6,2:30,1.68,0.01,0.0083,582.14,3.83,0.02,0.005,404.31,12.67,0.33,0.0259,343.89,10.82,0.1,0.0097,441.08
August,6,3:00,1.59,0.02,0.01,421.76,4.08,0.0,0.0,378.1,13.67,0.58,0.0427,356.42,3.49,0.21,0.0611,435.33
August,6,3:30,1.61,0.01,0.0033,420.33,3.19,0.0,0.0,499.53,11.82,0.12,0.0105,361.21,3.05,0.21,0.069,411.39
August,6,4:00,1.54,0.0,0.0,317.19,3.19,0.0,0.0,348.33,10.29,0.15,0.0148,388.08,2.27,0.14,0.0638,473.99
August,6,4:30,1.55,0.0,0.0,312.46,3.21,0.03,0.01,354.93,10.57,0.18,0.0169,404.02,2.47,0.15,0.0619,460.62
August,6,5:00,1.65,0.0,0.0,261.76,2.9,0.01,0.0033,470.43,12.65,0.22,0.0175,405.98,3.75,0.12,0.0328,421.23
August,6,5:30,1.58,0.0,0.0,359.72,3.95,0.06,0.015,323.63,12.94,0.38,0.029,322.55,3.8,0.04,0.0106,437.53
August,6,6:00,2.32,0.01,0.005,320.11,5.51,0.64,0.1158,366.92,30.76,0.2,0.0064,291.97,12.1,0.25,0.0204,275.63
August,6,6:30,2.48,0.18,0.0716,339.07,6.16,2.22,0.3596,437.02,54.54,0.99,0.0181,275.3,23.7,1.25,0.0529,266.74
August,6,7:00,7.5,0.48,0.0645,363.7,24.46,0.29,0.0119,312.0,87.25,0.78,0.0089,275.42,32.03,1.04,0.0325,289.47
August,6,7:30,18.31,0.96,0.0525,351.73,47.91,1.19,0.0248,287.13,139.83,1.86,0.0133,262.76,60.27,0.98,0.0163,292.9
August,6,8:00,41.03,0.39,0.0094,288.67,87.63,0.38,0.0043,289.36,272.26,2.75,0.0101,275.99,124.83,0.79,0.0063,281.0
August,6,8:30,75.48,0.53,0.007,300.76,128.37,0.73,0.0057,297.47,394.23,4.3,0.0109,297.28,180.01,1.26,0.007,308.37
August,6,9:00,104.02,0.84,0.0081,309.97,193.92,0.52,0.0027,298.3,556.87,4.73,0.0085,308.19,254.3,1.96,0.0077,296.16
August,6,9:30,134.14,1.33,0.0099,318.26,246.16,1.28,0.0052,315.68,678.42,14.59,0.0215,313.74,318.48,4.49,0.0141,302.4
August,6,10:00,151.17,1.13,0.0075,311.21,307.75,1.23,0.004,318.58,857.88,11.24,0.0131,321.16,386.25,4.4,0.0114,298.01
August,6,10:30,180.0,1.3,0.0072,309.27,355.77,6.37,0.0179,332.17,904.16,14.38,0.0159,328.64,410.06,11.44,0.0279,301.94
August,6,11:00,193.47,1.28,0.0066,308.74,360.94,2.89,0.008,331.01,935.7,11.32,0.0121,329.54,438.81,9.43,0.0215,310.78
August,6,11:30,206.46,1.49,0.0072,313.0,393.82,4.33,0.011,333.76,963.2,13.2,0.0137,330.99,487.93,6.15,0.0126,307.04
August,6,12:00,207.04,1.59,0.0077,310.37,445.49,3.3,0.0074,337.0,980.47,18.04,0.0184,332.59,503.72,5.94,0.0118,308.11
August,6,12:30,209.33,1.51,0.0072,313.66,459.67,5.52,0.012,341.59,999.96,25.0,0.025,338.79,499.48,5.79,0.0116,315.93
August,6,13:00,207.06,2.3,0.0111,320.14,459.83,5.93,0.0129,333.07,979.5,13.71,0.014,345.06,502.05,5.87,0.0117,318.66
August,6,13:30,198.96,0.97,0.0049,321.75,459.4,13.14,0.0286,338.51,967.9,17.04,0.0176,344.62,505.08,9.9,0.0196,328.27
August,6,14:00,211.53,1.14,0.0054,319.5,464.26,8.45,0.0182,336.08,998.79,14.78,0.0148,345.8,522.78,12.96,0.0248,329.71
August,6,14:30,209.85,1.53,0.0073,324.88,494.25,13.64,0.0276,343.21,987.31,14.91,0.0151,346.53,525.23,42.49,0.0809,332.86
August,6,15:00,209.07,1.63,0.0078,321.23,478.89,1.72,0.0036,339.69,983.67,12.1,0.0123,344.42,523.03,37.24,0.0712,328.93
August,6,15:30,210.79,2.59,0.0123,323.09,471.83,3.44,0.0073,338.37,980.43,14.31,0.0146,346.89,518.78,78.13,0.1506,326.69
August,6,16:00,202.06,1.21,0.006,330.29,454.17,2.0,0.0044,338.91,945.0,5.29,0.0056,347.1,511.29,46.94,0.0918,322.39
August,6,16:30,202.03,0.53,0.0026,326.24,445.82,1.65,0.0037,337.05,880.38,3.79,0.0043,349.4,490.7,15.41,0.0314,319.9
August,6,17:00,177.24,1.61,0.0091,320.33,420.75,2.23,0.0053,342.17,816.18,3.84,0.0047,347.77,460.85,4.29,0.0093,327.1
August,6,17:30,138.55,1.08,0.0078,326.85,401.53,2.29,0.0057,347.48,762.75,2.82,0.0037,347.56,422.52,3.89,0.0092,321.2
August,6,18:00,128.38,0.48,0.0037,316.03,377.98,2.34,0.0062,340.24,661.45,3.31,0.005,346.43,350.48,1.68,0.0048,323.99
August,6,18:30,114.71,0.41,0.0036,330.8,335.44,1.61,0.0048,339.48,647.78,3.63,0.0056,344.29,324.95,2.18,0.0067,310.62
August,6,19:00,70.89,0.35,0.005,351.17,313.31,2.51,0.008,339.5,551.55,2.37,0.0043,341.64,304.67,2.19,0.0072,318.38
August,6,19:30,57.56,0.24,0.0041,324.32,284.47,1.85,0.0065,337.56,498.3,2.99,0.006,346.23,284.42,7.31,0.0257,325.3
August,6,20:00,40.42,0.74,0.0182,310.69,241.09,2.89,0.012,338.13,423.01,5.46,0.0129,343.96,245.66,7.3,0.0297,309.51
August,6,20:30,32.07,0.72,0.0226,303.42,212.18,1.82,0.0086,339.33,351.35,3.23,0.0092,341.91,229.06,3.62,0.0158,307.58
August,6,21:00,28.81,1.06,0.0368,321.99,177.66,1.78,0.01,328.92,311.95,2.78,0.0089,338.95,172.62,6.09,0.0353,314.99
August,6,21:30,17.26,0.3,0.0171,317.66,147.96,1.08,0.0073,326.83,247.73,0.77,0.0031,342.34,155.51,4.34,0.0279,294.41
August,6,22:00,15.79,0.39,0.0249,299.72,112.75,0.69,0.0061,313.63,237.05,1.0,0.0042,329.83,140.3,2.48,0.0177,309.54
August,6,22:30,11.12,1.69,0.1524,392.02,89.47,0.45,0.005,304.16,163.93,0.56,0.0034,319.64,103.35,1.36,0.0132,295.62
August,6,23:00,8.75,0.91,0.1043,364.26,63.32,0.36,0.0057,335.72,135.15,0.32,0.0024,305.23,82.27,0.35,0.0043,291.37
August,6,23:30,6.38,0.27,0.0425,303.23,50.62,0.22,0.0044,314.07,101.65,0.21,0.0021,320.76,58.99,0.39,0.0066,280.87
August,7,0:00,4.95,0.29,0.0588,746.54,36.54,0.43,0.0118,309.61,53.84,0.62,0.0115,327.84,39.76,0.12,0.0031,323.49
August,7,0:30,4.23,0.13,0.0318,396.52,23.6,0.07,0.0028,322.37,33.84,0.51,0.015,326.75,26.94,0.02,0.0006,337.87
August,7,1:00,3.0,0.24,0.081,368.38,8.61,0.03,0.0032,360.29,37.51,1.1,0.0294,317.92,21.4,0.09,0.0042,357.64
August,7,1:30,2.39,0.46,0.1923,479.46,6.63,0.01,0.0022,340.79,29.45,0.92,0.0312,286.18,16.13,0.24,0.0151,398.18
August,7,2:00,1.78,0.07,0.0387,906.87,3.97,0.0,0.0,396.04,19.64,0.42,0.0213,354.35,11.74,0.69,0.0584,365.39
August,7,2:30,1.54,0.01,0.0067,589.55,3.52,0.0,0.0,422.01,15.61,0.22,0.014,346.68,9.07,0.15,0.017,379.63
August,7,3:00,1.84,0.02,0.0083,338.99,4.65,0.02,0.005,352.62,13.22,0.25,0.0188,400.0,3.91,0.3,0.0768,415.94
August,7,3:30,1.82,0.01,0.0067,375.65,3.15,0.0,0.0,405.68,11.48,0.1,0.0089,403.41,2.16,0.07,0.0331,305.76
August,7,4:00,1.65,0.0,0.0,283.89,2.94,0.0,0.0,363.86,10.28,0.25,0.024,456.38,2.06,0.06,0.0314,316.63
August,7,4:30,1.56,0.02,0.01,249.61,2.51,0.0,0.0,314.92,10.41,0.25,0.024,488.01,2.18,0.06,0.0289,291.54
August,7,5:00,1.75,0.02,0.01,251.93,2.45,0.0,0.0,533.46,12.07,0.24,0.0199,424.79,1.91,0.02,0.0099,334.08
August,7,5:30,1.97,0.04,0.02,291.5,3.28,0.0,0.0,315.73,12.37,0.24,0.0192,322.48,1.91,0.01,0.0049,336.26
August,7,6:00,2.46,0.66,0.2667,271.79,4.75,0.05,0.01,303.21,29.66,0.18,0.0062,277.25,10.58,0.11,0.01,261.49
August,7,6:30,2.27,0.29,0.1271,282.84,6.6,0.9,0.1358,305.29,53.64,1.15,0.0215,254.41,23.78,1.63,0.0686,255.48
August,7,7:00,8.02,0.59,0.0736,309.99,28.16,0.22,0.0079,273.05,89.82,0.73,0.0081,257.19,33.53,0.16,0.0049,270.08
August,7,7:30,16.0,1.1,0.0689,344.15,47.11,0.99,0.021,288.47,142.55,1.85,0.013,254.4,56.65,0.69,0.0121,278.56
August,7,8:00,41.36,0.39,0.0094,279.03,89.62,0.21,0.0023,290.84,282.47,2.12,0.0075,269.15,122.12,0.73,0.006,270.24
August,7,8:30,79.0,0.56,0.0071,295.0,129.13,0.99,0.0077,296.91,403.71,2.66,0.0066,302.59,172.55,1.0,0.0058,294.15
August,7,9:00,109.61,0.84,0.0077,304.71,203.13,0.67,0.0033,300.6,550.03,4.02,0.0073,306.85,241.54,1.23,0.0051,285.39
August,7,9:30,133.54,1.11,0.0083,313.5,230.34,0.78,0.0034,317.72,684.16,11.49,0.0168,306.36,303.23,4.28,0.0141,295.38
August,7,10:00,155.31,1.66,0.0107,313.15,294.83,1.09,0.0037,316.1,815.2,14.51,0.0178,320.3,361.35,4.44,0.0123,297.44
August,7,10:30,191.26,1.72,0.009,310.21,350.88,5.02,0.0143,327.95,882.62,22.95,0.026,329.04,388.69,8.98,0.0231,308.77
August,7,11:00,206.95,1.3,0.0063,313.09,357.31,4.39,0.0123,326.82,921.23,19.81,0.0215,332.56,419.61,5.25,0.0125,321.96
August,7,11:30,222.62,1.98,0.0089,320.28,409.69,4.92,0.012,332.9,937.57,12.84,0.0137,331.53,461.05,3.78,0.0082,316.0
August,7,12:00,225.93,1.58,0.007,308.97,435.71,2.79,0.0064,336.13,963.27,18.49,0.0192,335.96,480.5,6.97,0.0145,313.1
August,7,12:30,222.56,1.6,0.0072,321.78,449.64,3.96,0.0088,342.6,961.14,22.49,0.0234,336.14,472.47,5.2,0.011,321.91
August,7,13:00,219.69,1.96,0.0089,322.39,448.67,3.32,0.0074,335.76,911.8,13.31,0.0146,343.51,468.49,4.83,0.0103,321.64
August,7,13:30,221.47,1.0,0.0045,326.78,450.49,5.68,0.0126,343.81,921.78,12.81,0.0139,344.45,476.36,5.48,0.0115,322.23
August,7,14:00,227.41,1.73,0.0076,322.53,443.77,3.46,0.0078,339.99,912.64,9.95,0.0109,346.06,492.13,6.15,0.0125,325.34
August,7,14:30,225.59,2.01,0.0089,328.42,469.64,3.62,0.0077,338.78,916.82,13.29,0.0145,343.49,496.88,10.88,0.0219,328.02
August,7,15:00,229.19,3.0,0.0131,326.6,453.91,0.91,0.002,342.16,907.45,13.79,0.0152,345.84,493.56,5.92,0.012,326.65
August,7,15:30,230.28,9.05,0.0393,325.99,445.97,2.41,0.0054,342.83,893.62,32.71,0.0366,346.33,499.31,6.64,0.0133,325.79
August,7,16:00,225.32,4.06,0.018,333.65,421.58,1.9,0.0045,343.86,875.94,16.64,0.019,343.49,493.05,2.12,0.0043,324.56
August,7,16:30,218.72,1.18,0.0054,331.19,414.34,1.45,0.0035,341.28,856.98,8.48,0.0099,345.17,467.73,4.91,0.0105,321.33
August,7,17:00,193.91,1.67,0.0086,328.72,377.23,1.4,0.0037,345.76,828.07,5.96,0.0072,342.25,436.24,2.66,0.0061,327.26
August,7,17:30,145.67,1.11,0.0076,334.14,370.36,1.33,0.0036,348.74,751.24,2.25,0.003,345.84,393.66,2.09,0.0053,322.46
August,7,18:00,133.44,0.88,0.0066,324.48,344.8,1.55,0.0045,342.71,661.51,2.18,0.0033,344.15,342.08,1.13,0.0033,325.57
August,7,18:30,119.63,0.66,0.0055,339.57,330.76,3.57,0.0108,344.77,637.97,2.93,0.0046,344.25,314.93,0.94,0.003,316.99
August,7,19:00,74.04,0.49,0.0066,359.77,308.97,3.06,0.0099,341.85,562.36,1.69,0.003,335.49,277.7,2.08,0.0075,320.21
August,7,19:30,57.78,0.25,0.0043,327.68,272.8,1.53,0.0056,340.0,493.16,1.68,0.0034,341.19,254.16,3.51,0.0138,325.77
August,7,20:00,41.82,0.81,0.0193,315.91,227.44,1.84,0.0081,347.02,417.07,3.04,0.0073,341.65,210.55,3.01,0.0143,316.36
August,7,20:30,30.97,0.68,0.0219,312.22,208.94,0.56,0.0027,343.06,356.42,1.1,0.0031,341.94,184.34,1.95,0.0106,308.01
August,7,21:00,22.54,0.88,0.0389,343.48,178.65,1.02,0.0057,329.59,308.67,0.71,0.0023,337.56,151.56,3.33,0.022,321.08
August,7,21:30,16.58,0.31,0.0184,324.6,132.27,1.51,0.0114,332.81,246.01,0.47,0.0019,339.78,144.78,1.61,0.0111,312.38
August,7,22:00,14.72,0.34,0.0229,312.43,100.95,0.36,0.0036,324.83,207.1,0.39,0.0019,319.76,124.06,1.22,0.0098,314.28
August,7,22:30,11.52,2.07,0.1793,427.03,80.84,0.39,0.0048,315.9,159.1,0.54,0.0034,315.55,96.89,0.51,0.0053,304.32
August,7,23:00,9.17,0.93,0.1009,362.68,51.67,0.16,0.003,312.36,120.8,0.16,0.0013,306.24,66.73,0.29,0.0044,299.6
August,7,23:30,6.21,0.27,0.0432,292.91,42.2,0.08,0.002,302.9,86.69,0.16,0.0019,303.3,55.0,0.44,0.008,294.62
August,8,0:00,8.78,0.35,0.0399,644.12,59.37,1.1,0.0185,312.12,79.86,1.25,0.0156,318.4,64.79,0.95,0.0146,323.9
August,8,0:30,9.24,0.11,0.0122,356.7,33.95,0.56,0.0164,327.04,52.2,0.98,0.0187,318.75,43.38,0.18,0.0042,308.9
August,8,1:00,5.03,0.12,0.0242,395.85,13.39,0.55,0.0409,416.65,54.87,1.77,0.0322,317.18,33.07,0.2,0.0061,331.26
August,8,1:30,3.63,0.36,0.0997,520.79,10.93,0.31,0.0287,339.1,43.1,1.58,0.0366,286.28,24.24,0.8,0.033,364.8
August,8,2:00,3.05,0.14,0.047,681.14,6.31,0.01,0.001,386.1,28.32,0.82,0.0291,343.59,15.83,0.32,0.0203,358.84
August,8,2:30,2.68,0.02,0.0083,685.66,4.55,0.0,0.0,413.77,19.87,0.31,0.0158,361.22,12.22,0.31,0.0257,422.3
August,8,3:00,2.87,0.03,0.01,351.61,5.16,0.0,0.0,375.34,17.72,0.31,0.0173,404.21,5.24,0.19,0.036,434.53
August,8,3:30,2.68,0.01,0.0033,376.97,4.32,0.0,0.0,382.31,13.37,0.04,0.0032,402.42,4.4,0.37,0.0847,461.6
August,8,4:00,2.41,0.01,0.0033,237.57,3.99,0.02,0.005,307.37,12.82,0.06,0.005,440.32,3.09,0.21,0.0668,552.27
August,8,4:30,2.43,0.02,0.01,220.73,3.6,0.01,0.0025,250.53,11.73,0.08,0.0065,456.85,3.22,0.16,0.0507,484.5
August,8,5:00,2.58,0.03,0.01,213.98,3.21,0.01,0.0025,425.87,13.59,0.06,0.0047,406.69,4.67,0.12,0.0256,395.69
August,8,5:30,2.76,0.06,0.02,235.68,4.04,0.01,0.0025,247.35,14.95,0.12,0.0078,306.44,4.64,0.08,0.0173,396.6
August,8,6:00,3.46,0.02,0.005,238.59,5.44,0.09,0.0174,273.3,31.2,0.36,0.0115,267.29,12.23,0.27,0.022,237.57
August,8,6:30,2.62,0.13,0.0513,250.47,9.66,1.35,0.1397,280.46,48.35,0.68,0.014,259.6,21.21,0.91,0.043,261.64
August,8,7:00,7.78,0.18,0.0226,260.8,10.25,0.09,0.0083,274.76,90.61,0.44,0.0049,255.88,36.04,0.75,0.0209,258.22
August,8,7:30,12.13,0.41,0.0341,322.8,16.57,0.4,0.0244,304.15,140.77,1.34,0.0095,258.85,63.3,1.07,0.0169,275.58
August,8,8:00,46.43,0.16,0.0034,256.05,45.0,0.18,0.0039,299.36,278.64,1.5,0.0054,272.06,104.85,0.88,0.0084,271.02
August,8,8:30,71.19,0.14,0.0019,271.3,55.61,0.4,0.0072,295.45,365.57,1.39,0.0038,303.07,146.48,1.45,0.0099,306.34
August,8,9:00,103.95,0.73,0.007,283.5,169.24,0.78,0.0046,294.74,525.45,1.68,0.0032,299.97,235.8,2.48,0.0105,286.45
August,8,9:30,121.2,1.3,0.0107,284.86,211.55,1.02,0.0048,309.49,612.88,6.19,0.0101,309.7,289.11,3.7,0.0128,287.47
August,8,10:00,152.45,1.05,0.0069,278.68,278.55,1.31,0.0047,313.96,717.03,5.52,0.0077,310.2,345.03,3.55,0.0103,296.43
August,8,10:30,189.3,1.57,0.0083,281.82,308.28,3.95,0.0128,312.3,832.63,9.16,0.011,323.5,401.61,12.73,0.0317,302.33
August,8,11:00,208.4,1.54,0.0074,295.82,349.86,4.34,0.0124,324.43,851.77,7.67,0.009,325.16,433.28,9.32,0.0215,297.59
August,8,11:30,218.24,1.9,0.0087,300.69,414.37,5.68,0.0137,331.05,920.59,7.36,0.008,331.7,454.6,6.77,0.0149,302.19
August,8,12:00,240.91,2.46,0.0102,299.85,418.37,3.72,0.0089,324.17,954.68,10.41,0.0109,328.35,483.89,9.44,0.0195,302.7
August,8,12:30,243.8,3.46,0.0142,303.79,432.39,4.02,0.0093,330.08,970.97,12.72,0.0131,330.01,495.15,5.74,0.0116,296.83
August,8,13:00,243.45,3.65,0.015,307.23,484.82,3.98,0.0082,330.42,955.88,9.08,0.0095,332.04,486.19,5.98,0.0123,301.28
