Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,4,18:00,161.77,1.13,0.007,330.37,475.29,2.99,0.0063,349.99,846.79,5.17,0.0061,355.86,450.59,2.21,0.0049,335.19
August,4,18:30,143.18,1.42,0.0099,331.85,428.36,1.37,0.0032,341.5,745.48,2.31,0.0031,353.17,400.74,1.32,0.0033,335.72
August,4,19:00,87.0,0.48,0.0055,346.01,365.42,2.85,0.0078,350.71,668.35,3.01,0.0045,352.89,376.96,3.39,0.009,327.07
August,4,19:30,77.22,0.7,0.0091,315.53,351.85,2.57,0.0073,348.06,583.46,4.61,0.0079,350.65,328.21,5.78,0.0176,347.02
August,4,20:00,50.88,0.85,0.0167,335.28,304.73,4.33,0.0142,347.8,513.38,6.31,0.0123,353.77,302.41,7.38,0.0244,334.28
August,4,20:30,47.75,1.46,0.0305,315.22,263.44,3.5,0.0133,346.2,429.93,4.73,0.011,353.48,252.98,5.29,0.0209,322.52
August,4,21:00,38.63,1.04,0.027,310.27,207.38,2.9,0.014,341.46,369.05,2.25,0.0061,346.37,216.82,5.14,0.0237,328.1
August,4,21:30,27.67,0.44,0.0158,330.86,178.81,1.68,0.0094,345.36,310.37,0.99,0.0032,342.7,186.32,1.7,0.0091,322.09
August,4,22:00,23.44,0.25,0.0107,325.32,144.26,0.98,0.0068,314.74,256.67,1.67,0.0065,341.17,143.59,2.04,0.0142,326.09
August,4,22:30,15.16,1.44,0.0947,307.42,107.95,1.01,0.0094,316.56,196.73,0.81,0.0041,330.85,124.75,1.25,0.01,315.88
August,4,23:00,13.48,1.47,0.1094,359.28,88.78,0.58,0.0065,332.99,155.9,0.48,0.0031,323.06,86.47,0.67,0.0078,321.33
August,4,23:30,7.9,0.26,0.0331,348.24,59.85,0.34,0.0056,315.32,122.52,0.16,0.0013,340.93,75.08,0.49,0.0065,324.4
August,5,0:00,6.52,0.11,0.0162,339.99,40.24,0.98,0.0244,332.44,72.72,0.57,0.0079,336.42,40.95,0.36,0.0089,309.75
August,5,0:30,7.14,0.08,0.0116,291.32,26.33,0.38,0.0144,323.96,54.69,0.28,0.0052,335.47,29.5,0.0,0.0,316.83
August,5,1:00,3.57,0.12,0.0324,365.31,10.61,0.26,0.0246,369.9,38.36,0.17,0.0045,313.3,20.75,0.05,0.0026,333.0
August,5,1:30,3.48,0.11,0.0318,282.16,5.98,0.12,0.0209,379.04,30.37,0.17,0.0057,336.01,17.23,0.17,0.01,337.17
August,5,2:00,3.08,0.05,0.0178,298.87,4.33,0.02,0.0042,368.65,17.82,0.35,0.0194,295.22,11.98,0.24,0.0202,346.7
August,5,2:30,2.44,0.02,0.0075,365.51,4.25,0.0,0.0,372.22,17.38,0.33,0.0188,325.6,10.61,0.31,0.0288,492.2
August,5,3:00,2.04,0.0,0.0,313.27,3.38,0.0,0.0,398.69,11.89,0.2,0.0169,341.65,2.71,0.22,0.0827,384.37
August,5,3:30,2.25,0.0,0.0,281.92,3.22,0.0,0.0,368.6,12.98,0.06,0.0047,348.34,2.03,0.15,0.0718,535.22
August,5,4:00,2.04,0.0,0.0,273.07,2.92,0.0,0.0,345.65,11.67,0.1,0.0082,424.82,1.53,0.09,0.0611,492.99
August,5,4:30,2.02,0.0,0.0,206.05,2.59,0.0,0.0,278.23,11.9,0.24,0.0201,408.24,1.95,0.46,0.2336,555.74
August,5,5:00,2.42,0.0,0.0,264.31,2.76,0.0,0.0,342.93,15.28,0.34,0.022,384.35,2.15,0.33,0.1533,494.43
August,5,5:30,2.39,0.0,0.0,355.81,3.36,0.02,0.005,341.22,19.24,0.16,0.0085,294.65,2.82,0.14,0.0483,545.73
August,5,6:00,2.21,0.06,0.026,329.17,4.47,0.11,0.025,353.5,31.35,0.07,0.0021,261.4,14.51,1.45,0.0997,292.45
August,5,6:30,4.93,0.34,0.0694,249.15,8.02,1.33,0.1657,339.91,56.59,0.74,0.013,258.14,24.87,1.83,0.0735,300.01
August,5,7:00,9.33,0.92,0.0983,288.96,27.48,0.29,0.0106,299.56,91.42,0.8,0.0088,264.82,42.24,0.38,0.0091,285.57
August,5,7:30,15.39,1.15,0.0747,342.09,52.84,1.94,0.0368,303.71,158.46,1.11,0.007,257.84,63.62,0.59,0.0092,293.99
August,5,8:00,46.54,0.81,0.0173,277.39,94.89,0.5,0.0053,290.94,277.83,0.67,0.0024,283.49,131.4,0.76,0.0058,294.31
August,5,8:30,90.8,2.26,0.0249,303.03,141.43,0.99,0.007,298.25,411.74,2.1,0.0051,303.84,183.22,2.07,0.0113,286.16
August,5,9:00,125.1,0.96,0.0077,305.59,210.37,1.11,0.0053,303.73,588.74,2.71,0.0046,313.98,261.51,1.12,0.0043,289.85
August,5,9:30,165.27,1.16,0.007,316.52,268.31,1.66,0.0062,320.16,728.91,5.61,0.0077,315.56,321.14,1.8,0.0056,295.16
August,5,10:00,186.31,0.71,0.0038,315.78,329.06,1.55,0.0047,321.21,824.19,4.12,0.005,320.91,382.12,4.85,0.0127,303.06
August,5,10:30,215.42,1.14,0.0053,322.63,372.09,9.6,0.0258,336.35,927.21,6.77,0.0073,330.44,415.99,11.98,0.0288,306.25
August,5,11:00,223.69,0.56,0.0025,340.47,409.09,6.87,0.0168,338.45,990.55,4.75,0.0048,335.01,445.29,7.12,0.016,313.49
August,5,11:30,242.34,0.85,0.0035,343.79,428.79,7.42,0.0173,337.75,1007.74,7.56,0.0075,338.9,498.68,5.24,0.0105,310.74
August,5,12:00,245.76,0.93,0.0038,329.57,468.89,5.81,0.0124,342.41,1031.76,6.4,0.0062,341.15,509.38,6.88,0.0135,314.99
August,5,12:30,244.89,2.74,0.0112,323.01,491.77,8.21,0.0167,350.95,1029.66,11.94,0.0116,346.25,525.92,6.89,0.0131,322.28
August,5,13:00,241.9,2.03,0.0084,334.79,501.43,8.27,0.0165,343.71,1032.85,11.98,0.0116,350.58,528.17,9.45,0.0179,326.05
August,5,13:30,239.07,0.29,0.0012,334.85,499.52,10.74,0.0215,346.2,1027.02,17.46,0.017,349.29,524.4,12.53,0.0239,323.21
August,5,14:00,251.27,0.65,0.0026,332.39,518.84,3.16,0.0061,344.81,1029.06,13.17,0.0128,349.36,540.71,8.27,0.0153,323.23
August,5,14:30,245.42,0.98,0.004,343.04,523.2,3.61,0.0069,348.03,1039.81,12.89,0.0124,351.35,535.58,13.34,0.0249,328.38
August,5,15:00,250.59,2.58,0.0103,329.08,510.82,1.48,0.0029,346.09,1043.71,4.8,0.0046,349.06,530.21,8.11,0.0153,333.55
August,5,15:30,251.95,2.19,0.0087,330.24,521.69,2.82,0.0054,347.83,1032.61,5.99,0.0058,349.88,540.03,5.99,0.0111,330.22
August,5,16:00,244.11,0.81,0.0033,339.52,517.86,1.29,0.0025,343.81,1001.29,4.61,0.0046,353.25,543.23,3.15,0.0058,326.77
August,5,16:30,242.61,0.41,0.0017,332.66,499.89,1.75,0.0035,351.89,939.99,2.73,0.0029,353.3,528.5,3.75,0.0071,326.94
August,5,17:00,210.54,1.05,0.005,327.83,474.59,1.57,0.0033,353.07,900.37,4.86,0.0054,354.1,501.91,2.76,0.0055,332.49
August,5,17:30,176.99,2.32,0.0131,338.67,469.99,1.5,0.0032,353.84,833.01,5.75,0.0069,349.86,454.41,1.95,0.0043,327.9
August,5,18:00,154.07,0.74,0.0048,331.03,444.48,2.53,0.0057,348.04,755.8,6.35,0.0084,351.31,408.95,2.09,0.0051,325.29
August,5,18:30,142.59,0.61,0.0043,346.69,375.21,1.35,0.0036,347.32,682.52,4.03,0.0059,351.49,362.66,1.99,0.0055,314.41
August,5,19:00,85.36,0.16,0.0019,357.51,339.3,2.44,0.0072,347.72,605.52,8.11,0.0134,343.29,343.53,3.33,0.0097,318.2
August,5,19:30,76.45,0.34,0.0044,347.74,313.54,2.19,0.007,344.25,536.3,16.84,0.0314,351.11,297.26,4.96,0.0167,336.0
August,5,20:00,50.61,1.5,0.0297,344.83,275.0,2.8,0.0102,353.14,465.84,18.03,0.0387,352.53,280.42,7.77,0.0277,320.62
August,5,20:30,44.85,3.22,0.0718,317.63,234.3,2.76,0.0118,348.56,403.56,6.74,0.0167,347.39,235.42,2.99,0.0127,314.9
August,5,21:00,37.15,1.45,0.0389,331.02,191.9,2.25,0.0117,343.71,333.75,1.3,0.0039,350.53,189.36,10.19,0.0538,317.01
August,5,21:30,25.89,0.75,0.0288,362.2,163.02,1.06,0.0065,342.98,262.79,0.45,0.0017,356.85,159.15,4.2,0.0264,314.19
August,5,22:00,20.33,0.21,0.0102,342.54,131.94,0.99,0.0075,320.79,240.4,0.96,0.004,345.48,137.61,1.6,0.0116,320.23
August,5,22:30,15.66,1.54,0.0986,345.71,100.77,0.75,0.0074,303.81,179.12,0.59,0.0033,332.92,118.35,1.27,0.0107,307.05
August,5,23:00,14.16,1.53,0.1078,325.56,90.09,1.21,0.0134,308.66,144.69,0.43,0.003,320.06,81.27,0.43,0.0053,311.66
August,5,23:30,9.08,0.31,0.034,303.48,57.16,0.3,0.0053,299.17,102.52,0.24,0.0023,316.8,68.75,0.63,0.0091,307.09
August,6,0:00,5.66,0.16,0.0278,518.11,36.16,0.38,0.0104,352.11,53.21,0.75,0.0141,350.58,35.61,0.45,0.0126,326.26
August,6,0:30,4.19,0.0,0.0,440.17,23.69,0.02,0.0009,356.58,34.19,0.7,0.0206,339.28,28.62,0.12,0.0043,313.96
August,6,1:00,2.54,0.0,0.0,486.17,9.34,0.09,0.01,421.46,35.57,1.22,0.0344,339.45,19.55,0.12,0.0062,304.55
August,6,1:30,2.12,0.19,0.09,445.18,6.89,0.08,0.0111,362.18,28.26,0.99,0.035,321.63,13.07,0.52,0.0396,372.32
August,6,2:00,1.76,0.08,0.045,679.72,5.0,0.08,0.015,352.32,18.81,1.21,0.0642,343.92,10.93,0.39,0.0357,391.88
August,6,2:30,1.85,0.02,0.0083,593.78,3.83,0.02,0.005,412.4,12.67,0.33,0.0259,350.77,10.82,0.1,0.0097,449.9
August,6,3:00,1.75,0.02,0.01,430.2,4.08,0.0,0.0,385.67,13.67,0.58,0.0427,363.55,3.49,0.21,0.0611,444.03
August,6,3:30,1.77,0.01,0.0033,428.74,3.19,0.0,0.0,509.52,11.82,0.12,0.0105,368.43,3.05,0.21,0.069,419.62
August,6,4:00,1.69,0.0,0.0,323.54,3.19,0.0,0.0,355.29,10.29,0.15,0.0148,395.84,2.27,0.14,0.0638,483.47
August,6,4:30,1.7,0.0,0.0,318.71,3.21,0.03,0.01,362.03,10.57,0.18,0.0169,412.1,2.47,0.15,0.0619,469.83
August,6,5:00,1.82,0.0,0.0,266.99,2.9,0.01,0.0033,479.84,12.65,0.22,0.0175,414.1,3.75,0.12,0.0328,429.65
August,6,5:30,1.74,0.0,0.0,366.91,3.95,0.06,0.015,330.11,12.94,0.38,0.029,329.0,3.8,0.04,0.0106,446.29
August,6,6:00,2.55,0.01,0.005,326.52,5.51,0.64,0.1158,374.26,30.76,0.2,0.0064,297.81,12.1,0.25,0.0204,281.14
August,6,6:30,2.73,0.2,0.0716,345.85,6.16,2.22,0.3596,445.76,54.54,0.99,0.0181,280.81,23.7,1.25,0.0529,272.07
August,6,7:00,8.25,0.53,0.0645,370.97,24.46,0.29,0.0119,318.24,87.25,0.78,0.0089,280.93,32.03,1.04,0.0325,295.26
August,6,7:30,20.14,1.06,0.0525,358.76,47.91,1.19,0.0248,292.87,139.83,1.86,0.0133,268.02,60.27,0.98,0.0163,298.76
August,6,8:00,45.13,0.42,0.0094,294.44,87.63,0.38,0.0043,295.15,272.26,2.75,0.0101,281.51,124.83,0.79,0.0063,286.62
August,6,8:30,83.03,0.58,0.007,306.78,128.37,0.73,0.0057,303.42,394.23,4.3,0.0109,303.23,180.01,1.26,0.007,314.54
August,6,9:00,114.43,0.93,0.0081,316.17,193.92,0.52,0.0027,304.26,556.87,4.73,0.0085,314.35,254.3,1.96,0.0077,302.09
August,6,9:30,147.55,1.46,0.0099,324.62,246.16,1.28,0.0052,321.99,678.42,14.59,0.0215,320.01,318.48,4.49,0.0141,308.45
August,6,10:00,166.29,1.25,0.0075,317.43,307.75,1.23,0.004,324.95,857.88,11.24,0.0131,327.58,386.25,4.4,0.0114,303.97
August,6,10:30,198.0,1.43,0.0072,315.46,355.77,6.37,0.0179,338.81,904.16,14.38,0.0159,335.21,410.06,11.44,0.0279,307.98
August,6,11:00,212.82,1.4,0.0066,314.92,360.94,2.89,0.008,337.64,935.7,11.32,0.0121,336.13,438.81,9.43,0.0215,317.0
August,6,11:30,227.1,1.64,0.0072,319.26,393.82,4.33,0.011,340.44,963.2,13.2,0.0137,337.61,487.93,6.15,0.0126,313.18
August,6,12:00,227.74,1.75,0.0077,316.58,445.49,3.3,0.0074,343.74,980.47,18.04,0.0184,339.24,503.72,5.94,0.0118,314.27
August,6,12:30,230.26,1.66,0.0072,319.93,459.67,5.52,0.012,348.43,999.96,25.0,0.025,345.57,499.48,5.79,0.0116,322.25
August,6,13:00,227.76,2.53,0.0111,326.54,459.83,5.93,0.0129,339.73,979.5,13.71,0.014,351.96,502.05,5.87,0.0117,325.03
August,6,13:30,218.86,1.07,0.0049,328.19,459.4,13.14,0.0286,345.28,967.9,17.04,0.0176,351.51,505.08,9.9,0.0196,334.83
August,6,14:00,232.68,1.26,0.0054,325.89,464.26,8.45,0.0182,342.81,998.79,14.78,0.0148,352.72,522.78,12.96,0.0248,336.31
August,6,14:30,230.83,1.69,0.0073,331.37,494.25,13.64,0.0276,350.07,987.31,14.91,0.0151,353.46,525.23,42.49,0.0809,339.52
August,6,15:00,229.97,1.79,0.0078,327.66,478.89,1.72,0.0036,346.48,983.67,12.1,0.0123,351.31,523.03,37.24,0.0712,335.51
August,6,15:30,231.87,2.85,0.0123,329.56,471.83,3.44,0.0073,345.13,980.43,14.31,0.0146,353.83,518.78,78.13,0.1506,333.23
August,6,16:00,222.26,1.33,0.006,336.9,454.17,2.0,0.0044,345.69,945.0,5.29,0.0056,354.05,511.29,46.94,0.0918,328.83
August,6,16:30,222.23,0.58,0.0026,332.76,445.82,1.69,0.0038,343.79,880.38,3.79,0.0043,356.38,490.7,15.41,0.0314,326.3
August,6,17:00,194.97,1.77,0.0091,326.74,420.75,2.23,0.0053,349.01,816.18,3.84,0.0047,354.72,460.85,4.29,0.0093,333.64
August,6,17:30,152.4,1.19,0.0078,333.38,401.53,2.29,0.0057,354.43,762.75,2.82,0.0037,354.51,422.52,3.89,0.0092,327.62
August,6,18:00,141.22,0.52,0.0037,322.35,377.98,2.34,0.0062,347.05,661.45,3.31,0.005,353.36,350.48,1.68,0.0048,330.47
August,6,18:30,126.18,0.45,0.0036,337.41,335.44,1.61,0.0048,346.27,647.78,3.63,0.0056,351.17,324.95,2.18,0.0067,316.83
August,6,19:00,77.98,0.39,0.005,358.19,313.31,2.51,0.008,346.29,551.55,2.37,0.0043,348.47,304.67,2.19,0.0072,324.74
August,6,19:30,63.31,0.26,0.0041,330.81,284.47,1.85,0.0065,344.31,498.3,2.99,0.006,353.15,284.42,7.31,0.0257,331.8
August,6,20:00,44.46,0.81,0.0182,316.9,241.09,2.89,0.012,344.89,423.01,5.46,0.0129,350.84,245.66,7.3,0.0297,315.7
August,6,20:30,35.27,0.8,0.0226,309.49,212.18,1.82,0.0086,346.12,351.35,3.23,0.0092,348.75,229.06,3.62,0.0158,313.74
August,6,21:00,31.69,1.17,0.0368,328.43,177.66,1.78,0.01,335.49,311.95,2.78,0.0089,345.73,172.62,6.09,0.0353,321.29
August,6,21:30,18.99,0.32,0.0171,324.02,147.96,1.08,0.0073,333.36,247.73,0.77,0.0031,349.18,155.51,4.34,0.0279,300.3
August,6,22:00,17.37,0.43,0.0249,305.72,112.75,0.69,0.0061,319.91,237.05,1.0,0.0042,336.43,140.3,2.48,0.0177,315.73
August,6,22:30,12.23,1.86,0.1524,399.86,89.47,0.45,0.005,310.25,163.93,0.56,0.0034,326.04,103.35,1.36,0.0132,301.53
August,6,23:00,9.62,1.0,0.1043,371.55,63.32,0.36,0.0057,342.44,135.15,0.32,0.0024,311.33,82.27,0.35,0.0043,297.2
August,6,23:30,7.02,0.3,0.0425,309.3,50.62,0.22,0.0044,320.35,101.65,0.21,0.0021,327.18,58.99,0.39,0.0066,286.49
August,7,0:00,5.26,0.31,0.0588,761.47,36.54,0.43,0.0118,315.81,53.84,0.62,0.0115,334.4,39.77,0.12,0.0031,329.96
August,7,0:30,4.49,0.14,0.0318,404.45,23.6,0.07,0.0028,328.82,33.84,0.51,0.015,333.28,26.95,0.02,0.0006,344.63
August,7,1:00,3.18,0.26,0.081,375.75,8.61,0.03,0.0032,367.49,37.51,1.1,0.0294,324.28,21.41,0.09,0.0042,364.79
August,7,1:30,2.54,0.49,0.1923,489.05,6.63,0.01,0.0022,347.6,29.45,0.92,0.0312,291.9,16.13,0.24,0.0151,406.14
August,7,2:00,1.89,0.07,0.0387,925.01,3.97,0.0,0.0,403.96,19.64,0.42,0.0213,361.43,11.74,0.69,0.0584,372.7
August,7,2:30,1.63,0.01,0.0067,601.34,3.52,0.0,0.0,430.45,15.61,0.22,0.014,353.61,9.07,0.15,0.017,387.23
August,7,3:00,1.95,0.02,0.0083,345.77,4.65,0.02,0.005,359.68,13.22,0.25,0.0188,408.0,3.91,0.3,0.0768,424.26
August,7,3:30,1.93,0.01,0.0067,383.17,3.15,0.0,0.0,413.79,11.48,0.1,0.0089,411.48,2.16,0.07,0.0331,311.87
August,7,4:00,1.75,0.0,0.0,289.56,2.94,0.0,0.0,371.14,10.28,0.25,0.024,465.51,2.06,0.06,0.0314,322.96
August,7,4:30,1.66,0.02,0.01,254.6,2.51,0.0,0.0,321.22,10.41,0.25,0.024,497.77,2.18,0.06,0.0289,297.37
August,7,5:00,1.86,0.02,0.01,256.97,2.45,0.0,0.0,544.13,12.07,0.24,0.0199,433.28,1.91,0.02,0.0099,340.76
August,7,5:30,2.09,0.04,0.02,297.33,3.28,0.0,0.0,322.04,12.37,0.24,0.0192,328.93,1.91,0.01,0.0049,342.99
August,7,6:00,2.61,0.7,0.2667,277.23,4.75,0.05,0.01,309.27,29.66,0.18,0.0062,282.79,10.58,0.11,0.01,266.72
August,7,6:30,2.41,0.31,0.1271,288.5,6.6,0.9,0.1358,311.4,53.64,1.15,0.0215,259.5,23.79,1.63,0.0686,260.59
August,7,7:00,8.51,0.63,0.0736,316.19,28.16,0.22,0.0079,278.52,89.82,0.73,0.0081,262.34,33.54,0.16,0.0049,275.48
August,7,7:30,16.99,1.17,0.0689,351.03,47.11,0.99,0.021,294.23,142.55,1.85,0.013,259.49,56.67,0.69,0.0121,284.13
August,7,8:00,43.91,0.41,0.0094,284.61,89.62,0.21,0.0023,296.66,282.47,2.12,0.0075,274.53,122.15,0.73,0.006,275.64
August,7,8:30,83.87,0.6,0.0071,300.9,129.13,0.99,0.0077,302.85,403.71,2.66,0.0066,308.64,172.6,1.0,0.0058,300.03
August,7,9:00,116.37,0.9,0.0077,310.8,203.13,0.67,0.0033,306.62,550.03,4.02,0.0073,312.99,241.6,1.23,0.0051,291.09
August,7,9:30,141.78,1.18,0.0083,319.77,230.34,0.78,0.0034,324.07,684.16,11.49,0.0168,312.48,303.31,4.28,0.0141,301.28
August,7,10:00,164.89,1.76,0.0107,319.41,294.83,1.09,0.0037,322.42,815.2,14.51,0.0178,326.71,361.45,4.45,0.0123,303.39
August,7,10:30,203.06,1.83,0.009,316.41,350.88,5.05,0.0144,334.51,882.62,22.95,0.026,335.62,388.79,8.98,0.0231,314.94
August,7,11:00,219.72,1.38,0.0063,319.35,357.31,4.39,0.0123,333.35,921.23,19.81,0.0215,339.21,419.72,5.25,0.0125,328.4
August,7,11:30,236.36,2.1,0.0089,326.68,409.69,4.92,0.012,339.56,937.57,12.84,0.0137,338.16,461.17,3.78,0.0082,322.32
August,7,12:00,239.87,1.68,0.007,315.14,435.71,2.79,0.0064,342.85,963.27,18.49,0.0192,342.68,480.63,6.97,0.0145,319.36
August,7,12:30,236.29,1.7,0.0072,328.21,449.64,3.96,0.0088,349.45,961.14,22.49,0.0234,342.86,472.6,5.2,0.011,328.35
August,7,13:00,233.24,2.08,0.0089,328.84,448.67,3.32,0.0074,342.47,911.8,13.31,0.0146,350.38,468.62,4.83,0.0103,328.07
August,7,13:30,235.13,1.06,0.0045,333.31,450.49,5.68,0.0126,350.68,921.78,12.81,0.0139,351.34,476.49,5.48,0.0115,328.68
August,7,14:00,241.44,1.83,0.0076,328.98,443.77,3.46,0.0078,346.79,912.64,9.95,0.0109,352.98,492.26,6.15,0.0125,331.85
August,7,14:30,239.51,2.13,0.0089,334.98,469.64,3.62,0.0077,345.56,916.82,13.29,0.0145,350.36,497.01,10.88,0.0219,334.58
August,7,15:00,243.33,3.19,0.0131,333.14,453.91,0.91,0.002,349.0,907.45,13.79,0.0152,352.76,493.69,5.92,0.012,333.18
August,7,15:30,244.49,9.61,0.0393,332.51,445.97,2.41,0.0054,349.69,893.62,32.71,0.0366,353.25,499.44,6.64,0.0133,332.3
August,7,16:00,239.22,4.31,0.018,340.33,421.58,1.9,0.0045,350.74,875.94,16.64,0.019,350.36,493.18,2.12,0.0043,331.05
August,7,16:30,232.21,1.25,0.0054,337.82,414.34,1.45,0.0035,348.11,856.98,8.48,0.0099,352.07,467.86,4.91,0.0105,327.76
August,7,17:00,205.87,1.77,0.0086,335.29,377.23,1.4,0.0037,352.68,828.07,5.96,0.0072,349.09,436.36,2.66,0.0061,333.8
August,7,17:30,154.66,1.18,0.0076,340.83,370.36,1.33,0.0036,355.71,751.24,2.25,0.003,352.75,393.77,2.09,0.0053,328.91
August,7,18:00,141.67,0.94,0.0066,330.97,344.8,1.55,0.0045,349.56,661.51,2.18,0.0033,351.04,342.17,1.13,0.0033,332.08
August,7,18:30,127.01,0.7,0.0055,346.36,330.76,3.57,0.0108,351.66,637.97,2.93,0.0046,351.13,315.01,0.95,0.003,323.33
August,7,19:00,78.61,0.52,0.0066,366.96,308.97,3.06,0.0099,348.69,562.36,1.69,0.003,342.2,277.77,2.08,0.0075,326.61
August,7,19:30,61.34,0.26,0.0043,334.23,272.8,1.53,0.0056,346.8,493.16,1.68,0.0034,348.02,254.23,3.51,0.0138,332.29
August,7,20:00,44.4,0.86,0.0193,322.23,227.44,1.84,0.0081,353.96,417.07,3.04,0.0073,348.48,210.61,3.01,0.0143,322.69
August,7,20:30,32.88,0.72,0.0219,318.46,208.94,0.56,0.0027,349.92,356.42,1.1,0.0031,348.78,184.39,1.95,0.0106,314.17
August,7,21:00,23.93,0.93,0.0389,350.34,178.65,1.02,0.0057,336.18,308.67,0.71,0.0023,344.31,151.6,3.34,0.022,327.5
August,7,21:30,17.6,0.32,0.0184,331.09,132.27,1.51,0.0114,339.47,246.01,0.47,0.0019,346.57,144.82,1.61,0.0111,318.63
August,7,22:00,15.63,0.36,0.0229,318.68,100.95,0.36,0.0036,331.33,207.1,0.39,0.0019,326.16,124.09,1.22,0.0098,320.57
August,7,22:30,12.23,2.19,0.1793,435.57,80.84,0.39,0.0048,322.21,159.1,0.54,0.0034,321.86,96.92,0.51,0.0053,310.41
August,7,23:00,9.74,0.98,0.1009,369.93,51.67,0.16,0.003,318.61,120.8,0.16,0.0013,312.36,66.75,0.29,0.0044,305.59
August,7,23:30,6.59,0.28,0.0432,298.76,42.2,0.08,0.002,308.95,86.69,0.16,0.0019,309.37,55.01,0.44,0.008,300.51
August,8,0:00,8.78,0.35,0.0399,657.0,59.37,1.1,0.0185,318.36,79.86,1.25,0.0156,324.77,64.79,0.95,0.0146,330.38
August,8,0:30,9.24,0.11,0.0122,363.84,33.95,0.56,0.0164,333.58,52.2,0.98,0.0187,325.13,43.38,0.18,0.0042,315.08
August,8,1:00,5.03,0.12,0.0242,403.76,13.39,0.55,0.0409,424.99,54.87,1.77,0.0322,323.53,33.07,0.2,0.0061,337.89
August,8,1:30,3.63,0.36,0.0997,531.21,10.93,0.31,0.0287,345.89,43.1,1.58,0.0366,292.0,24.24,0.8,0.033,372.1
August,8,2:00,3.05,0.14,0.047,694.77,6.31,0.01,0.001,393.82,28.32,0.82,0.0291,350.46,15.83,0.32,0.0203,366.02
August,8,2:30,2.68,0.02,0.0083,699.38,4.55,0.0,0.0,422.04,19.87,0.31,0.0158,368.44,12.22,0.31,0.0257,430.74
August,8,3:00,2.87,0.03,0.01,358.64,5.16,0.0,0.0,382.85,17.72,0.31,0.0173,412.3,5.24,0.19,0.036,443.22
August,8,3:30,2.68,0.01,0.0033,384.51,4.32,0.0,0.0,389.96,13.37,0.04,0.0032,410.47,4.4,0.37,0.0847,470.83
August,8,4:00,2.41,0.01,0.0033,242.33,3.99,0.02,0.005,313.52,12.82,0.06,0.005,449.12,3.09,0.21,0.0668,563.32
August,8,4:30,2.43,0.02,0.01,225.14,3.6,0.01,0.0025,255.54,11.73,0.08,0.0065,465.99,3.22,0.16,0.0507,494.19
August,8,5:00,2.58,0.03,0.01,218.26,3.21,0.01,0.0025,434.39,13.59,0.06,0.0047,414.83,4.67,0.12,0.0256,403.6
August,8,5:30,2.76,0.06,0.02,240.4,4.04,0.01,0.0025,252.29,14.95,0.12,0.0078,312.57,4.64,0.08,0.0173,404.53
August,8,6:00,3.46,0.02,0.005,243.36,5.44,0.09,0.0174,278.77,31.2,0.36,0.0115,272.63,12.23,0.27,0.022,242.33
August,8,6:30,2.62,0.13,0.0513,255.48,9.66,1.35,0.1397,286.07,48.35,0.68,0.014,264.79,21.21,0.91,0.043,266.87
August,8,7:00,7.78,0.18,0.0226,266.01,10.25,0.09,0.0083,280.25,90.61,0.44,0.0049,261.0,36.04,0.75,0.0209,263.38
August,8,7:30,12.13,0.41,0.0341,329.26,16.57,0.4,0.0244,310.24,140.77,1.34,0.0095,264.03,63.3,1.07,0.0169,281.09
August,8,8:00,46.43,0.16,0.0034,261.17,45.0,0.18,0.0039,305.34,278.64,1.5,0.0054,277.5,104.85,0.88,0.0084,276.44
August,8,8:30,71.19,0.14,0.0019,276.72,55.61,0.4,0.0072,301.36,365.57,1.39,0.0038,309.13,146.48,1.45,0.0099,312.47
August,8,9:00,103.95,0.73,0.007,289.17,169.24,0.78,0.0046,300.63,525.45,1.68,0.0032,305.97,235.8,2.48,0.0105,292.17
August,8,9:30,121.2,1.3,0.0107,290.56,211.55,1.02,0.0048,315.68,612.88,6.19,0.0101,315.9,289.11,3.7,0.0128,293.22
August,8,10:00,152.45,1.05,0.0069,284.25,278.55,1.31,0.0047,320.24,717.03,5.52,0.0077,316.4,345.03,3.55,0.0103,302.36
August,8,10:30,189.3,1.57,0.0083,287.46,308.28,3.95,0.0128,318.54,832.63,9.16,0.011,329.97,401.61,12.73,0.0317,308.37
August,8,11:00,208.4,1.54,0.0074,301.73,349.86,4.34,0.0124,330.92,851.77,7.67,0.009,331.66,433.28,9.32,0.0215,303.54
August,8,11:30,218.24,1.9,0.0087,306.7,414.37,5.68,0.0137,337.67,920.59,7.36,0.008,338.33,454.6,6.77,0.0149,308.23
August,8,12:00,240.91,2.46,0.0102,305.85,418.37,3.72,0.0089,330.66,954.68,10.41,0.0109,334.92,483.89,9.44,0.0195,308.75
August,8,12:30,243.8,3.46,0.0142,309.86,432.39,4.02,0.0093,336.68,970.97,12.72,0.0131,336.62,495.15,5.74,0.0116,302.77
August,8,13:00,243.45,3.65,0.015,313.38,484.82,3.98,0.0082,337.03,955.88,9.08,0.0095,338.68,486.19,5.98,0.0123,307.31
